Gene	IPA_BP
AC068831.10	0.00
AC068831.12	0.00
AC068831.15	0.00
AC068831.3	0.00
AC068831.6	0.00
AC068987.1	0.00
AC069154.4	0.00
AC069155.1	0.00
AC069157.1	0.00
AC069213.4	0.00
AC069257.8	0.00
AC069282.6	0.00
AC069287.1	0.00
AC069363.1	0.00
AC069368.3	0.00
AC069547.1	0.00
AC069547.2	0.00
AC072052.7	0.00
AC072061.2	0.00
AC072062.1	0.00
AC072062.3	0.00
AC073043.1	0.00
AC073055.2	0.00
AC073065.3	0.00
AC073069.2	0.00
AC073072.5	0.00
AC073072.6	0.00
AC073072.7	0.00
AC073091.2	0.00
AC073109.2	0.00
AC073128.10	0.00
AC073130.1	0.00
AC073130.3	0.00
AC073135.3	0.00
AC073143.1	0.00
AC073150.6	0.00
AC073254.1	0.00
AC073283.7	0.00
AC073310.4	0.00
AC073316.1	0.00
AC073321.3	0.00
AC073333.1	0.00
AC073333.8	0.00
AC073342.12	0.00
AC073343.1	0.00
AC073343.13	0.00
AC073387.2	0.00
AC073464.11	0.00
AC073464.4	0.00
AC073464.6	0.00
AC073464.7	0.00
AC073465.1	0.00
AC073465.2	0.00
AC073465.3	0.00
AC073528.1	0.00
AC073551.1	0.00
AC073569.1	0.00
AC073610.5	0.00
AC073621.2	0.00
AC073626.2	0.00
AC073635.5	0.00
AC073641.2	0.00
AC073657.1	0.00
AC073834.3	0.00
AC073842.19	0.00
AC073850.6	0.00
AC073869.1	0.00
AC073869.10	0.00
AC073869.2	0.00
AC073869.20	0.00
AC073869.7	0.00
AC073869.8	0.00
AC073900.4	0.00
AC073934.6	0.00
AC073940.1	0.00
AC073957.15	0.00
AC073958.2	0.00
AC073987.2	0.00
AC074008.1	0.00
AC074011.2	0.00
AC074019.2	0.00
AC074091.13	0.00
AC074117.10	0.00
AC074117.13	0.00
AC074121.4	0.00
AC074212.3	0.00
AC074212.5	0.00
AC074212.6	0.00
AC074289.1	0.00
AC074290.1	0.00
AC074338.4	0.00
AC074338.5	0.00
AC074366.3	0.00
AC074367.1	0.00
AC074389.6	0.00
AC078883.3	0.00
AC078883.4	0.00
AC078899.1	0.00
AC078899.2	0.00
AC078899.3	0.00
AC078899.4	0.00
AC078925.1	0.00
AC078942.1	0.00
AC078974.2	0.00
AC079112.1	0.00
AC079117.1	0.00
AC079135.1	0.00
AC079145.4	0.00
AC079150.2	0.00
AC079154.1	0.00
AC079210.1	0.00
AC079248.1	0.00
AC079250.1	0.00
AC079305.10	0.00
AC079305.8	0.00
AC079325.5	0.00
AC079325.6	0.00
AC079341.1	0.00
AC079354.1	0.00
AC079354.2	0.00
AC079354.3	0.00
AC079354.6	0.00
AC079395.1	0.00
AC079448.1	0.00
AC079602.1	0.00
AC079612.1	0.00
AC079630.4	0.00
AC079741.2	0.00
AC079742.4	0.00
AC079753.4	0.00
AC079753.5	0.00
AC079767.3	0.00
AC079776.2	0.00
AC079776.4	0.00
AC079779.4	0.00
AC079779.7	0.00
AC079780.3	0.00
AC079781.7	0.00
AC079781.8	0.00
AC079790.2	0.00
AC079799.2	0.00
AC079807.1	0.00
AC079807.2	0.00
AC079809.2	0.00
AC079834.1	0.00
AC079922.2	0.00
AC079987.2	0.00
AC080002.1	0.00
AC080125.1	0.00
AC083760.1	0.00
AC083862.6	0.00
AC083873.4	0.00
AC083884.8	0.00
AC083899.3	0.00
AC083939.1	0.00
AC083949.1	0.00
AC084125.4	0.00
AC084219.3	0.00
AC084219.4	0.00
AC084809.2	0.00
AC087163.3	0.00
AC087239.1	0.00
AC087269.1	0.00
AC087294.2	0.00
AC087380.14	0.00
AC087392.1	0.00
AC087431.1	0.00
AC087499.5	0.00
AC087499.7	0.00
AC087499.8	0.00
AC087501.1	0.00
AC087645.1	0.00
AC087650.1	0.00
AC087897.1	0.00
AC089999.1	0.00
AC090018.1	0.00
AC090043.1	0.00
AC090099.2	0.00
AC090103.1	0.00
AC090186.1	0.00
AC090283.3	0.00
AC090286.2	0.00
AC090286.4	0.00
AC090425.1	0.00
AC090427.1	0.00
AC090453.1	0.00
AC090505.5	0.00
AC090519.2	0.00
AC090519.3	0.00
AC090519.7	0.00
AC090571.1	0.00
AC090574.1	0.00
AC090587.5	0.00
AC090616.2	0.00
AC090625.1	0.00
AC090627.1	0.00
AC090673.2	0.00
AC090696.2	0.00
AC090774.2	0.00
AC090804.1	0.00
AC090939.1	0.00
AC090945.1	0.00
AC090952.5	0.00
AC090953.1	0.00
AC090954.5	0.00
AC090955.5	0.00
AC090957.2	0.00
AC090958.5	0.00
AC091132.1	0.00
AC091133.1	0.00
AC091150.1	0.00
AC091153.4	0.00
AC091167.3	0.00
AC091171.1	0.00
AC091177.1	0.00
AC091320.1	0.00
AC091493.1	0.00
AC091633.2	0.00
AC091633.3	0.00
AC091652.2	0.00
AC091654.7	0.00
AC091729.7	0.00
AC091729.8	0.00
AC091729.9	0.00
AC091801.1	0.00
AC091813.2	0.00
AC091878.1	0.00
AC091948.1	0.00
AC092013.1	0.00
AC092066.6	0.00
AC092106.1	0.00
AC092106.2	0.00
AC092143.1	0.00
AC092155.1	0.00
AC092155.4	0.00
AC092156.3	0.00
AC092159.2	0.00
AC092159.3	0.00
AC092162.2	0.00
AC092170.1	0.00
AC092291.1	0.00
AC092295.4	0.00
AC092295.7	0.00
AC092301.3	0.00
AC092316.1	0.00
AC092338.5	0.00
AC092384.1	0.00
AC092421.1	0.00
AC092535.3	0.00
AC092566.1	0.00
AC092568.1	0.00
AC092569.2	0.00
AC092570.1	0.00
AC092570.3	0.00
AC092570.4	0.00
AC092573.2	0.00
AC092578.1	0.00
AC092580.1	0.00
AC092580.2	0.00
AC092597.3	0.00
AC092601.1	0.00
AC092628.3	0.00
AC092638.2	0.00
AC092641.2	0.00
AC092642.1	0.00
AC092646.1	0.00
AC092646.2	0.00
AC092652.1	0.00
AC092653.5	0.00
AC092662.2	0.00
AC092662.6	0.00
AC092664.1	0.00
AC092667.2	0.00
AC092669.1	0.00
AC092675.3	0.00
AC092687.4	0.00
AC092687.5	0.00
AC092782.1	0.00
AC092796.1	0.00
AC092811.1	0.00
AC092839.3	0.00
AC092839.4	0.00
AC092933.3	0.00
AC092933.4	0.00
AC092964.1	0.00
AC092989.1	0.00
AC093063.2	0.00
AC093084.1	0.00
AC093106.4	0.00
AC093106.5	0.00
AC093106.6	0.00
AC093106.7	0.00
AC093107.7	0.00
AC093110.3	0.00
AC093142.2	0.00
AC093162.3	0.00
AC093162.5	0.00
AC093166.1	0.00
AC093166.2	0.00
AC093323.1	0.00
AC093334.1	0.00
AC093388.3	0.00
AC093390.1	0.00
AC093391.2	0.00
AC093415.2	0.00
AC093484.4	0.00
AC093495.4	0.00
AC093510.1	0.00
AC093585.6	0.00
AC093627.12	0.00
AC093642.5	0.00
AC093673.5	0.00
AC093677.1	0.00
AC093690.1	0.00
AC093698.1	0.00
AC093698.2	0.00
AC093698.4	0.00
AC093716.1	0.00
AC093724.2	0.00
AC093732.1	0.00
AC093734.1	0.00
AC093802.1	0.00
AC093818.1	0.00
AC093838.4	0.00
AC093847.1	0.00
AC093899.3	0.00
AC094019.4	0.00
AC096553.5	0.00
AC096558.1	0.00
AC096568.3	0.00
AC096574.4	0.00
AC096579.13	0.00
AC096579.7	0.00
AC096582.1	0.00
AC096582.7	0.00
AC096582.8	0.00
AC096644.1	0.00
AC096649.1	0.00
AC096649.2	0.00
AC096664.1	0.00
AC096664.2	0.00
AC096670.3	0.00
AC096677.1	0.00
AC096775.2	0.00
AC097359.1	0.00
AC097359.2	0.00
AC097374.2	0.00
AC097374.4	0.00
AC097381.1	0.00
AC097461.4	0.00
AC097463.1	0.00
AC097467.2	0.00
AC097468.4	0.00
AC097468.7	0.00
AC097495.2	0.00
AC097499.2	0.00
AC097523.1	0.00
AC097523.3	0.00
AC097533.1	0.00
AC097635.5	0.00
AC097639.8	0.00
AC097658.1	0.00
AC097662.2	0.00
AC097711.1	0.00
AC097713.5	0.00
AC097721.1	0.00
AC097724.3	0.00
AC098592.6	0.00
AC098592.7	0.00
AC098592.8	0.00
AC098614.1	0.00
AC098614.2	0.00
AC098614.3	0.00
AC098617.1	0.00
AC098784.1	0.00
AC098789.1	0.00
AC098817.3	0.00
AC098817.5	0.00
AC098820.2	0.00
AC098820.3	0.00
AC098820.4	0.00
AC098824.6	0.00
AC098826.5	0.00
AC098828.3	0.00
AC098831.4	0.00
AC098872.3	0.00
AC099048.1	0.00
AC099344.1	0.00
AC099522.1	0.00
AC099522.2	0.00
AC099535.4	0.00
AC099552.4	0.00
AC099668.5	0.00
AC099684.1	0.00
AC099850.1	0.00
AC100791.1	0.00
AC100802.3	0.00
AC100830.3	0.00
AC100830.4	0.00
AC100830.5	0.00
AC102948.2	0.00
AC102953.4	0.00
AC102953.6	0.00
AC103563.2	0.00
AC103563.3	0.00
AC103563.4	0.00
AC103563.6	0.00
AC103563.7	0.00
AC103563.8	0.00
AC103563.9	0.00
AC103564.6	0.00
AC103801.1	0.00
AC103801.2	0.00
AC103809.2	0.00
AC103828.1	0.00
AC104058.1	0.00
AC104076.2	0.00
AC104076.3	0.00
AC104113.3	0.00
AC104131.1	0.00
AC104134.2	0.00
AC104304.1	0.00
AC104306.1	0.00
AC104306.4	0.00
AC104308.2	0.00
AC104389.16	0.00
AC104389.28	0.00
AC104389.31	0.00
AC104389.32	0.00
AC104395.1	0.00
AC104395.2	0.00
AC104438.1	0.00
AC104472.1	0.00
AC104532.2	0.00
AC104532.3	0.00
AC104532.4	0.00
AC104534.2	0.00
AC104534.3	0.00
AC104600.1	0.00
AC104623.2	0.00
AC104634.2	0.00
AC104634.3	0.00
AC104651.1	0.00
AC104651.2	0.00
AC104651.3	0.00
AC104655.2	0.00
AC104667.3	0.00
AC104695.3	0.00
AC104698.1	0.00
AC104698.2	0.00
AC104699.1	0.00
AC104772.1	0.00
AC104781.1	0.00
AC104794.4	0.00
AC104809.2	0.00
AC104809.3	0.00
AC104809.4	0.00
AC104841.2	0.00
AC104843.3	0.00
AC104843.4	0.00
AC104984.4	0.00
AC105020.1	0.00
AC105053.3	0.00
AC105206.1	0.00
AC105342.1	0.00
AC105398.3	0.00
AC105399.2	0.00
AC105402.4	0.00
AC105443.2	0.00
AC105461.1	0.00
AC105760.2	0.00
AC105760.3	0.00
AC105761.1	0.00
AC105921.5	0.00
AC106786.1	0.00
AC106801.1	0.00
AC106827.1	0.00
AC106870.1	0.00
AC106870.2	0.00
AC106873.4	0.00
AC106876.2	0.00
AC106883.1	0.00
AC106901.1	0.00
AC107016.1	0.00
AC107021.1	0.00
AC107057.2	0.00
AC107081.5	0.00
AC107083.1	0.00
AC107218.3	0.00
AC107399.1	0.00
AC108004.3	0.00
AC108025.2	0.00
AC108039.1	0.00
AC108039.3	0.00
AC108059.1	0.00
AC108059.2	0.00
AC108059.4	0.00
AC108142.1	0.00
AC108448.2	0.00
AC108448.3	0.00
AC108462.1	0.00
AC108463.2	0.00
AC108868.1	0.00
AC108868.3	0.00
AC109309.4	0.00
AC109583.1	0.00
AC109631.1	0.00
AC109638.1	0.00
AC109815.2	0.00
AC109828.1	0.00
AC109829.1	0.00
AC109925.1	0.00
AC110084.1	0.00
AC110299.5	0.00
AC110615.1	0.00
AC110619.1	0.00
AC110619.2	0.00
AC110620.2	0.00
AC110754.3	0.00
AC110771.1	0.00
AC110781.3	0.00
AC110926.4	0.00
AC111186.1	0.00
AC111200.1	0.00
AC111200.2	0.00
AC112198.1	0.00
AC112200.1	0.00
AC112205.1	0.00
AC112220.2	0.00
AC112693.2	0.00
AC112715.2	0.00
AC112721.1	0.00
AC113134.1	0.00
AC113189.5	0.00
AC113607.3	0.00
AC114494.1	0.00
AC114546.1	0.00
AC114752.2	0.00
AC114755.2	0.00
AC114755.3	0.00
AC114755.4	0.00
AC114755.5	0.00
AC114755.7	0.00
AC114760.1	0.00
AC114776.1	0.00
AC114783.1	0.00
AC114803.3	0.00
AC114808.2	0.00
AC114808.3	0.00
AC114812.10	0.00
AC114812.5	0.00
AC114812.8	0.00
AC114812.9	0.00
AC114814.2	0.00
AC114973.1	0.00
AC115115.2	0.00
AC115115.3	0.00
AC115115.4	0.00
AC115283.1	0.00
AC116351.1	0.00
AC116366.5	0.00
AC116366.6	0.00
AC116407.2	0.00
AC116614.1	0.00
AC117395.1	0.00
AC117490.2	0.00
AC117834.1	0.00
AC117947.1	0.00
AC118754.4	0.00
AC119403.1	0.00
AC119673.1	0.00
AC120194.1	0.00
AC121251.1	0.00
AC121757.1	0.00
AC122129.1	0.00
AC124057.5	0.00
AC124309.1	0.00
AC124789.1	0.00
AC124890.1	0.00
AC124944.3	0.00
AC124944.4	0.00
AC125238.2	0.00
AC125238.3	0.00
AC126182.1	0.00
AC126365.1	0.00
AC126614.1	0.00
AC127383.1	0.00
AC127496.1	0.00
AC128709.1	0.00
AC129492.6	0.00
AC130464.1	0.00
AC130469.2	0.00
AC130709.1	0.00
AC131097.3	0.00
AC131568.1	0.00
AC131571.2	0.00
AC131935.1	0.00
AC131971.1	0.00
AC132008.1	0.00
AC132186.1	0.00
AC132192.1	0.00
AC132216.1	0.00
AC132217.4	0.00
AC132479.4	0.00
AC132872.1	0.00
AC133106.2	0.00
AC133785.1	0.00
AC134915.1	0.00
AC135048.1	0.00
AC135048.13	0.00
AC135050.5	0.00
AC135178.1	0.00
AC135178.7	0.00
AC136289.1	0.00
AC136297.1	0.00
AC136604.1	0.00
AC136896.1	0.00
AC136896.2	0.00
AC137056.1	0.00
AC137527.2	0.00
AC137675.1	0.00
AC137723.5	0.00
AC137932.1	0.00
AC137932.5	0.00
AC137932.6	0.00
AC138430.4	0.00
AC138517.1	0.00
AC138517.4	0.00
AC138517.5	0.00
AC138623.1	0.00
AC138647.1	0.00
AC138655.1	0.00
AC138655.4	0.00
AC138655.6	0.00
AC138744.2	0.00
AC139085.1	0.00
AC139085.2	0.00
AC139100.2	0.00
AC139100.3	0.00
AC139103.1	0.00
AC139143.2	0.00
AC139452.2	0.00
AC139712.1	0.00
AC139712.2	0.00
AC139768.1	0.00
AC139887.4	0.00
AC140061.1	0.00
AC140061.10	0.00
AC140061.11	0.00
AC140061.12	0.00
AC140061.2	0.00
AC140061.4	0.00
AC140061.5	0.00
AC140061.6	0.00
AC140061.7	0.00
AC140061.8	0.00
AC140061.9	0.00
AC140481.8	0.00
AC142293.3	0.00
AC142528.1	0.00
AC144449.1	0.00
AC144450.1	0.00
AC144521.1	0.00
AC145123.2	0.00
AC156455.1	0.00
AC174470.1	0.00
AC226119.4	0.00
AC226119.5	0.00
AC226150.3	0.00
AC226150.4	0.00
ACAA1	0.00
ACAA2	0.00
ACACA	0.00
ACACB	1.00
ACAD10	0.00
ACAD11	0.00
ACAD8	0.00
ACAD9	0.00
ACADL	0.00
ACADM	0.00
ACADS	0.00
ACADSB	0.00
ACADVL	0.00
ACAN	1.00
ACAP1	0.00
ACAP2	0.00
ACAP3	0.00
ACAT1	0.00
ACAT2	0.00
ACBD3	1.00
ACBD4	0.00
ACBD5	0.00
ACBD6	0.00
ACBD7	0.00
ACCS	0.00
ACCSL	0.00
ACD	0.00
ACE	1.00
ACE3P	0.00
ACER1	0.00
ACER2	0.00
ACER3	0.00
ACHE	0.00
ACIN1	0.00
ACKR2	0.00
ACKR3	0.00
ACKR4	0.00
ACLY	0.00
ACMSD	1.00
ACN9	0.00
ACO1	0.00
ACO2	0.00
ACOT1	0.00
ACOT11	0.00
ACOT12	0.00
ACOT13	0.00
ACOT2	0.00
ACOT4	0.00
ACOT6	0.00
ACOT7	0.00
ACOT8	0.00
ACOX1	1.00
ACOX2	1.00
ACOX3	0.00
ACOXL	0.00
ACP1	0.00
ACP2	0.00
ACP5	0.00
ACP6	0.00
ACPL2	0.00
ACPP	0.00
ACPT	0.00
ACR	0.00
ACRBP	0.00
ACRV1	0.00
ACSBG1	0.00
ACSBG2	0.00
ACSF2	0.00
ACSF3	0.00
ACSL1	0.00
ACSL3	0.00
ACSL5	0.00
ACSL6	0.00
ACSM1	0.00
ACSM2A	0.00
ACSM2B	0.00
ACSM3	0.00
ACSM4	0.00
ACSM5	0.00
ACSS1	0.00
ACSS2	0.00
ACSS3	0.00
ACTA1	0.00
ACTA2	1.00
ACTA2-AS1	0.00
ACTB	0.00
ACTBL2	0.00
ACTBP11	0.00
ACTBP13	0.00
ACTBP14	0.00
ACTBP2	0.00
ACTBP6	0.00
ACTBP8	0.00
ACTBP9	0.00
ACTC1	1.00
ACTG1	0.00
ACTG1P1	0.00
ACTG1P12	0.00
ACTG1P13	0.00
ACTG1P3	0.00
ACTG1P4	0.00
ACTG1P9	0.00
ACTG2	1.00
ACTL10	0.00
ACTL6A	0.00
ACTL6B	0.00
ACTL7A	0.00
ACTL7B	0.00
ACTL8	0.00
ACTL9	0.00
ACTN1	0.00
ACTN1-AS1	0.00
ACTN2	0.00
ACTN4	0.00
ACTN4P1	0.00
ACTN4P2	0.00
ACTR10	0.00
ACTR1A	0.00
ACTR1B	0.00
ACTR2	0.00
ACTR3	0.00
ACTR3B	0.00
ACTR3BP4	0.00
ACTR3BP5	0.00
ACTR3C	0.00
ACTR3P3	0.00
ACTR5	1.00
ACTR6	1.00
ACTR6P1	0.00
ACTR8	0.00
ACTRT2	0.00
ACTRT3	0.00
ACVR1	0.00
ACVR1B	0.00
ACVR1C	0.00
ACVR2A	0.00
ACVR2B	0.00
ACVR2B-AS1	0.00
ACVRL1	1.00
ACY1	0.00
ACY3	0.00
ACYP1	0.00
ACYP2	0.00
AD000090.2	0.00
AD000091.3	0.00
AD000092.3	0.00
AD000671.6	0.00
AD001527.7	0.00
ADA	1.00
ADAD1	0.00
ADAD2	0.00
ADAL	0.00
ADAM10	0.00
ADAM11	0.00
ADAM12	0.00
ADAM15	0.00
ADAM17	1.00
ADAM18	0.00
ADAM19	0.00
ADAM1A	0.00
ADAM1B	0.00
ADAM2	0.00
ADAM20	0.00
ADAM20P2	0.00
ADAM20P3	0.00
ADAM21	0.00
ADAM21P1	0.00
ADAM22	0.00
ADAM23	0.00
ADAM24P	0.00
ADAM28	0.00
ADAM29	0.00
ADAM30	0.00
ADAM32	0.00
ADAM33	0.00
ADAM3A	0.00
ADAM3B	0.00
ADAM5	0.00
ADAM7	0.00
ADAM8	0.00
ADAM9	0.00
ADAMDEC1	0.00
ADAMTS1	0.00
ADAMTS10	0.00
ADAMTS12	0.00
ADAMTS13	0.00
ADAMTS14	0.00
ADAMTS15	1.00
ADAMTS16	0.00
ADAMTS17	0.00
ADAMTS18	0.00
ADAMTS19	0.00
ADAMTS19-AS1	0.00
ADAMTS2	0.00
ADAMTS20	0.00
ADAMTS3	0.00
ADAMTS4	1.00
ADAMTS5	0.00
ADAMTS6	0.00
ADAMTS7	0.00
ADAMTS7P1	0.00
ADAMTS7P2	0.00
ADAMTS7P3	0.00
ADAMTS7P4	0.00
ADAMTS8	0.00
ADAMTS9	0.00
ADAMTS9-AS1	0.00
ADAMTS9-AS2	0.00
ADAMTSL1	0.00
ADAMTSL2	0.00
ADAMTSL3	0.00
ADAMTSL4	0.00
ADAMTSL4-AS1	0.00
ADAMTSL5	0.00
ADAP1	0.00
ADAP2	0.00
ADAR	0.00
ADARB1	0.00
ADARB2	0.00
ADARB2-AS1	0.00
ADAT1	0.00
ADAT2	0.00
ADAT3	0.00
ADC	0.00
ADCK1	0.00
ADCK2	0.00
ADCK3	0.00
ADCK4	0.00
ADCK5	0.00
ADCY1	0.00
ADCY10	1.00
ADCY10P1	0.00
ADCY2	0.00
ADCY3	0.00
ADCY4	1.00
ADCY5	0.00
ADCY6	1.00
ADCY7	0.00
ADCY8	0.00
ADCY9	0.00
ADCYAP1	0.00
ADCYAP1R1	0.00
ADD1	1.00
ADD2	1.00
ADD3	0.00
ADGB	0.00
ADH1A	1.00
ADH1B	0.00
ADH4	0.00
ADH5	1.00
ADH5P2	0.00
ADH5P3	0.00
ADH5P4	0.00
ADH6	0.00
ADH7	0.00
ADHFE1	0.00
ADI1	0.00
ADIG	0.00
ADIPOQ	1.00
ADIPOQ-AS1	0.00
ADIPOR1	0.00
ADIPOR1P1	0.00
ADIPOR1P2	0.00
ADIPOR2	0.00
ADIRF	1.00
ADIRF-AS1	0.00
ADK	0.00
ADM	1.00
ADM2	1.00
ADM5	0.00
ADNP	0.00
ADNP2	0.00
ADO	0.00
ADORA1	1.00
ADORA2A	1.00
ADORA2A-AS1	0.00
ADORA2B	1.00
ADORA2BP	0.00
ADORA3	1.00
ADPGK	0.00
ADPGK-AS1	0.00
ADPRH	0.00
ADPRHL1	0.00
ADPRHL2	0.00
ADPRM	0.00
ADRA1A	1.00
ADRA1B	1.00
ADRA1D	1.00
ADRA2A	1.00
ADRA2B	1.00
ADRA2C	1.00
ADRB1	1.00
ADRB2	1.00
ADRB3	1.00
ADRBK1	0.00
ADRBK2	0.00
ADRM1	0.00
ADSL	0.00
ADSS	0.00
ADSSL1	0.00
ADTRP	0.00
AE000658.22	0.00
AE000658.25	0.00
AE000658.27	0.00
AE000658.30	0.00
AE000659.41	0.00
AE000660.4	0.00
AE000661.36	0.00
AE000661.37	0.00
AE000662.92	0.00
AE000662.93	0.00
AEBP1	0.00
AEBP2	0.00
AEN	0.00
AES	0.00
AF001548.5	0.00
AF001550.7	0.00
AF121897.4	0.00
AF121898.1	0.00
AF121898.3	0.00
AF124730.4	0.00
AF127577.10	0.00
AF127577.11	0.00
AF127577.8	0.00
AF129408.17	0.00
AF131215.5	0.00
AF131216.5	0.00
AF131216.6	0.00
AF165138.7	0.00
AF178030.2	0.00
AF186192.5	0.00
AF213884.1	0.00
AF213884.2	0.00
AF230666.2	0.00
AF238378.7	0.00
AF241725.1	0.00
AFAP1	0.00
AFAP1-AS1	0.00
AFAP1L1	0.00
AFAP1L2	0.00
AFF1	0.00
AFF3	1.00
AFF4	0.00
AFG3L1P	0.00
AFG3L2	0.00
AFG3L2P1	0.00
AFM	0.00
AFMID	0.00
AFP	0.00
AFTPH	1.00
AGA	0.00
AGAP1	0.00
AGAP11	0.00
AGAP2	0.00
AGAP2-AS1	0.00
AGAP3	0.00
AGAP5	0.00
AGAP7	0.00
AGBL1	0.00
AGBL1-AS1	0.00
AGBL2	0.00
AGBL3	0.00
AGBL4	0.00
AGBL5	0.00
AGBL5-AS1	0.00
AGER	1.00
AGFG1	0.00
AGFG2	0.00
AGGF1	0.00
AGK	0.00
AGL	0.00
AGMAT	0.00
AGMO	0.00
AGO1	0.00
AGO2	0.00
AGO3	0.00
AGO4	0.00
AGPAT1	0.00
AGPAT2	0.00
AGPAT3	0.00
AGPAT4	0.00
AGPAT5	0.00
AGPAT6	0.00
AGPAT9	0.00
AGPS	0.00
AGR2	0.00
AGR3	0.00
AGRN	0.00
AGRP	0.00
AGT	1.00
AGTPBP1	0.00
AGTR1	1.00
AGTRAP	1.00
AGXT	0.00
AGXT2	1.00
AHCTF1	0.00
AHCTF1P1	0.00
AHCY	0.00
AHCYL1	0.00
AHCYL2	0.00
AHCYP1	0.00
AHCYP2	0.00
AHCYP3	0.00
AHCYP4	0.00
AHCYP5	0.00
AHCYP7	0.00
AHDC1	0.00
AHI1	0.00
AHNAK	1.00
AHNAK2	0.00
AHR	1.00
AHRR	0.00
AHSA1	0.00
AHSA2	0.00
AHSG	0.00
AHSP	0.00
AICDA	0.00
AIDA	0.00
AIF1	0.00
AIF1L	0.00
AIFM1P1	0.00
AIFM2	0.00
AIFM3	0.00
AIG1	0.00
AIM1	0.00
AIM1L	0.00
AIM2	0.00
AIMP1	0.00
AIMP2	0.00
AIP	0.00
AIPL1	0.00
AIRE	0.00
AIRN	0.00
AJ003147.9	0.00
AJAP1	0.00
AJUBA	0.00
AK1	0.00
AK2	0.00
AK2P2	0.00
AK3	0.00
AK3P2	0.00
AK3P3	0.00
AK3P4	0.00
AK3P5	0.00
AK4	0.00
AK4P2	0.00
AK4P3	0.00
AK4P4	0.00
AK4P5	0.00
AK4P6	0.00
AK5	0.00
AK7	0.00
AK8	0.00
AK9	0.00
AKAP1	1.00
AKAP10	1.00
AKAP11	0.00
AKAP12	1.00
AKAP13	0.00
AKAP2	0.00
AKAP3	0.00
AKAP5	0.00
AKAP6	0.00
AKAP7	0.00
AKAP8	0.00
AKAP8L	0.00
AKAP9	0.00
AKIP1	0.00
AKIRIN1	0.00
AKIRIN2	0.00
AKNA	0.00
AKNAD1	0.00
AKR1A1	0.00
AKR1B1	0.00
AKR1B10	0.00
AKR1B10P1	0.00
AKR1B10P2	0.00
AKR1B15	0.00
AKR1B1P1	0.00
AKR1B1P2	0.00
AKR1B1P4	0.00
AKR1B1P6	0.00
AKR1B1P7	0.00
AKR1C1	0.00
AKR1C2	0.00
AKR1C3	0.00
AKR1C4	0.00
AKR1C5P	0.00
AKR1C6P	0.00
AKR1C7P	0.00
AKR1CL1	0.00
AKR1D1	0.00
AKR1D1P1	0.00
AKR1E2	0.00
AKR7A2	0.00
AKR7A3	0.00
AKT1	0.00
AKT1S1	0.00
AKT2	0.00
AKT3	0.00
AKTIP	0.00
AL009178.1	0.00
AL020996.1	0.00
AL021068.1	0.00
AL021546.6	0.00
AL022237.3	0.00
AL022328.1	0.00
AL022341.3	0.00
AL022344.2	0.00
AL022345.7	0.00
AL022393.7	0.00
AL022476.2	0.00
AL023583.1	0.00
AL031320.1	0.00
AL031390.1	0.00
AL031590.1	0.00
AL031663.1	0.00
AL031663.2	0.00
AL031666.2	0.00
AL033381.1	0.00
AL034548.1	0.00
AL035252.1	0.00
AL035406.1	0.00
AL035460.1	0.00
AL035588.1	0.00
AL035610.1	0.00
AL035681.1	0.00
AL049747.1	0.00
AL049758.2	0.00
AL049829.1	0.00
AL049840.1	0.00
AL078585.1	0.00
AL079342.1	0.00
AL080274.1	0.00
AL096677.1	0.00
AL109761.5	0.00
AL109767.1	0.00
AL109806.1	0.00
AL109922.2	0.00
AL117190.3	0.00
AL118506.1	0.00
AL121657.4	0.00
AL121761.2	0.00
AL121895.1	0.00
AL121901.1	0.00
AL132989.1	0.00
AL133168.3	0.00
AL133244.1	0.00
AL133247.2	0.00
AL133247.3	0.00
AL133262.1	0.00
AL133318.1	0.00
AL133373.1	0.00
AL133458.1	0.00
AL133481.1	0.00
AL135901.1	0.00
AL135998.1	0.00
AL136218.1	0.00
AL136376.1	0.00
AL136419.6	0.00
AL136531.1	0.00
AL137002.1	0.00
AL137026.1	0.00
AL138479.3	0.00
AL138764.1	0.00
AL138815.1	0.00
AL138834.1	0.00
AL138847.1	0.00
AL138935.1	0.00
AL139080.1	0.00
AL139099.1	0.00
AL139147.1	0.00
AL139385.1	0.00
AL139819.1	0.00
AL157902.3	0.00
AL158091.1	0.00
AL160274.1	0.00
AL160286.1	0.00
AL160471.6	0.00
AL161450.1	0.00
AL161645.2	0.00
AL161784.1	0.00
AL161915.1	0.00
AL162151.3	0.00
AL162151.4	0.00
AL162389.1	0.00
AL162407.1	0.00
AL162424.1	0.00
AL162431.1	0.00
AL162574.1	0.00
AL163636.6	0.00
AL163952.1	0.00
AL353662.3	0.00
AL353671.4	0.00
AL353898.2	0.00
AL353898.3	0.00
AL354808.2	0.00
AL354898.1	0.00
AL354993.1	0.00
AL355390.1	0.00
AL355490.1	0.00
AL355531.2	0.00
AL356215.1	0.00
AL356356.1	0.00
AL356475.1	0.00
AL356740.1	0.00
AL356806.3	0.00
AL357153.1	0.00
AL357673.1	0.00
AL358113.1	0.00
AL358333.1	0.00
AL358781.1	0.00
AL359091.2	0.00
AL359195.1	0.00
AL359736.1	0.00
AL359757.1	0.00
AL359878.1	0.00
AL360004.1	0.00
AL360078.1	0.00
AL365202.1	0.00
AL365331.2	0.00
AL390778.1	0.00
AL390877.1	0.00
AL391005.1	0.00
