Gene	IPA_BP
RP5-940J5.8	0.00
RP5-940J5.9	0.00
RP5-944M2.4	0.00
RP5-945F2.1	0.00
RP5-947P14.2	0.00
RP5-951N9.1	0.00
RP5-955M13.4	0.00
RP5-956O18.2	0.00
RP5-956O18.3	0.00
RP5-964H19.2	0.00
RP5-966M1.4	0.00
RP5-966M1.6	0.00
RP5-967N21.2	0.00
RP5-968P14.2	0.00
RP5-971N18.3	0.00
RP5-974N19.1	0.00
RP5-977B1.11	0.00
RP5-977B1.7	0.00
RP5-979D14.1	0.00
RP5-981O7.2	0.00
RP5-984P4.1	0.00
RP5-986I17.2	0.00
RP5-988G15.1	0.00
RP5-991C6.2	0.00
RP5-991G20.1	0.00
RP5-991G20.4	0.00
RP5-994D16.9	0.00
RP5-996D20.3	0.00
RP5-997D16.2	0.00
RP5-997D24.3	0.00
RP6-109B7.3	0.00
RP6-109B7.4	0.00
RP9	0.00
RP9P	0.00
RPA1	0.00
RPA2	0.00
RPA2P1	0.00
RPA2P2	0.00
RPA2P3	0.00
RPA3	0.00
RPA3-AS1	0.00
RPAIN	0.00
RPAP1	0.00
RPAP2	0.00
RPAP3	0.00
RPE	0.00
RPE65	0.00
RPEL1	0.00
RPEP1	0.00
RPEP2	0.00
RPEP3	0.00
RPEP4	0.00
RPEP5	0.00
RPEP6	0.00
RPF1	0.00
RPF2	0.00
RPF2P1	0.00
RPF2P2	0.00
RPGRIP1	0.00
RPGRIP1L	0.00
RPH3A	0.00
RPH3AL	0.00
RPIA	0.00
RPIAP1	0.00
RPL10A	0.00
RPL10AP2	0.00
RPL10AP6	0.00
RPL10L	0.00
RPL10P1	0.00
RPL10P14	0.00
RPL10P3	0.00
RPL11	0.00
RPL11P5	0.00
RPL12	0.00
RPL12L3	0.00
RPL12P1	0.00
RPL12P18	0.00
RPL12P2	0.00
RPL12P23	0.00
RPL12P29	0.00
RPL12P3	0.00
RPL12P33	0.00
RPL12P34	0.00
RPL12P37	0.00
RPL12P38	0.00
RPL12P39	0.00
RPL12P4	0.00
RPL12P41	0.00
RPL12P44	0.00
RPL12P8	0.00
RPL12P9	0.00
RPL13	0.00
RPL13A	0.00
RPL13AP	0.00
RPL13AP17	0.00
RPL13AP2	0.00
RPL13AP20	0.00
RPL13AP25	0.00
RPL13AP3	0.00
RPL13AP5	0.00
RPL13AP7	0.00
RPL13P	0.00
RPL13P12	0.00
RPL13P2	0.00
RPL13P4	0.00
RPL13P5	0.00
RPL13P6	0.00
RPL14	0.00
RPL14P1	0.00
RPL15	0.00
RPL15P1	0.00
RPL15P18	0.00
RPL15P2	0.00
RPL15P20	0.00
RPL15P21	0.00
RPL15P3	0.00
RPL15P4	0.00
RPL17	0.00
RPL17-C18orf32	0.00
RPL17P1	0.00
RPL17P11	0.00
RPL17P12	0.00
RPL17P17	0.00
RPL17P19	0.00
RPL17P2	0.00
RPL17P20	0.00
RPL17P22	0.00
RPL17P25	0.00
RPL17P3	0.00
RPL17P33	0.00
RPL17P35	0.00
RPL17P37	0.00
RPL17P40	0.00
RPL17P41	0.00
RPL17P44	0.00
RPL17P45	0.00
RPL17P46	0.00
RPL17P50	0.00
RPL17P51	0.00
RPL18	0.00
RPL18A	0.00
RPL18AP17	0.00
RPL18AP2	0.00
RPL18AP3	0.00
RPL18AP7	0.00
RPL18AP8	0.00
RPL18P10	0.00
RPL18P11	0.00
RPL18P13	0.00
RPL19	0.00
RPL19P1	0.00
RPL19P11	0.00
RPL19P12	0.00
RPL19P13	0.00
RPL19P14	0.00
RPL21	0.00
RPL21P1	0.00
RPL21P10	0.00
RPL21P103	0.00
RPL21P104	0.00
RPL21P106	0.00
RPL21P107	0.00
RPL21P108	0.00
RPL21P109	0.00
RPL21P11	0.00
RPL21P110	0.00
RPL21P111	0.00
RPL21P112	0.00
RPL21P116	0.00
RPL21P119	0.00
RPL21P12	0.00
RPL21P120	0.00
RPL21P121	0.00
RPL21P122	0.00
RPL21P123	0.00
RPL21P126	0.00
RPL21P127	0.00
RPL21P129	0.00
RPL21P13	0.00
RPL21P131	0.00
RPL21P135	0.00
RPL21P17	0.00
RPL21P2	0.00
RPL21P23	0.00
RPL21P24	0.00
RPL21P28	0.00
RPL21P3	0.00
RPL21P32	0.00
RPL21P38	0.00
RPL21P39	0.00
RPL21P4	0.00
RPL21P40	0.00
RPL21P41	0.00
RPL21P42	0.00
RPL21P43	0.00
RPL21P47	0.00
RPL21P50	0.00
RPL21P6	0.00
RPL21P65	0.00
RPL21P66	0.00
RPL21P67	0.00
RPL21P7	0.00
RPL21P8	0.00
RPL21P9	0.00
RPL22	0.00
RPL22L1	0.00
RPL22P18	0.00
RPL22P19	0.00
RPL23	0.00
RPL23A	0.00
RPL23AP1	0.00
RPL23AP12	0.00
RPL23AP2	0.00
RPL23AP22	0.00
RPL23AP23	0.00
RPL23AP3	0.00
RPL23AP32	0.00
RPL23AP35	0.00
RPL23AP39	0.00
RPL23AP46	0.00
RPL23AP51	0.00
RPL23AP53	0.00
RPL23AP54	0.00
RPL23AP6	0.00
RPL23AP62	0.00
RPL23AP64	0.00
RPL23AP67	0.00
RPL23AP68	0.00
RPL23AP69	0.00
RPL23AP73	0.00
RPL23AP76	0.00
RPL23AP77	0.00
RPL23AP78	0.00
RPL23AP80	0.00
RPL23P11	0.00
RPL23P2	0.00
RPL23P4	0.00
RPL23P8	0.00
RPL24	0.00
RPL24P2	0.00
RPL24P4	0.00
RPL24P7	0.00
RPL26	0.00
RPL26L1	0.00
RPL26P20	0.00
RPL26P3	0.00
RPL26P30	0.00
RPL26P31	0.00
RPL26P35	0.00
RPL26P9	0.00
RPL27	1.00
RPL27A	0.00
RPL27AP	0.00
RPL27AP5	0.00
RPL27AP8	0.00
RPL28	0.00
RPL29	0.00
RPL29P11	0.00
RPL29P12	0.00
RPL29P14	0.00
RPL29P19	0.00
RPL29P2	0.00
RPL29P22	0.00
RPL29P23	0.00
RPL29P24	0.00
RPL29P25	0.00
RPL29P28	0.00
RPL29P29	0.00
RPL29P3	0.00
RPL29P30	0.00
RPL29P32	0.00
RPL29P33	0.00
RPL29P7	0.00
RPL3	0.00
RPL30	0.00
RPL30P1	0.00
RPL30P10	0.00
RPL30P11	0.00
RPL30P12	0.00
RPL30P13	0.00
RPL30P16	0.00
RPL30P2	0.00
RPL30P3	0.00
RPL30P4	0.00
RPL30P6	0.00
RPL30P7	0.00
RPL30P9	0.00
RPL31	0.00
RPL31P11	0.00
RPL31P12	0.00
RPL31P13	0.00
RPL31P2	0.00
RPL31P20	0.00
RPL31P28	0.00
RPL31P3	0.00
RPL31P33	0.00
RPL31P35	0.00
RPL31P40	0.00
RPL31P41	0.00
RPL31P47	0.00
RPL31P49	0.00
RPL31P50	0.00
RPL31P52	0.00
RPL31P53	0.00
RPL31P56	0.00
RPL31P57	0.00
RPL31P58	0.00
RPL31P59	0.00
RPL31P60	0.00
RPL31P61	0.00
RPL31P7	0.00
RPL31P9	0.00
RPL32	0.00
RPL32P1	0.00
RPL32P14	0.00
RPL32P29	0.00
RPL32P3	0.00
RPL32P31	0.00
RPL32P33	0.00
RPL32P34	0.00
RPL32P9	0.00
RPL34	0.00
RPL34P1	0.00
RPL34P18	0.00
RPL34P22	0.00
RPL34P23	0.00
RPL34P26	0.00
RPL34P27	0.00
RPL34P29	0.00
RPL34P3	0.00
RPL34P31	0.00
RPL34P33	0.00
RPL34P34	0.00
RPL34P6	0.00
RPL35	0.00
RPL35A	0.00
RPL35AP	0.00
RPL35AP12	0.00
RPL35AP15	0.00
RPL35AP18	0.00
RPL35AP19	0.00
RPL35AP21	0.00
RPL35AP22	0.00
RPL35AP26	0.00
RPL35AP3	0.00
RPL35AP30	0.00
RPL35AP32	0.00
RPL35AP33	0.00
RPL35AP35	0.00
RPL35AP4	0.00
RPL35P1	0.00
RPL35P2	0.00
RPL35P3	0.00
RPL35P4	0.00
RPL35P5	0.00
RPL35P6	0.00
RPL35P8	0.00
RPL35P9	0.00
RPL36	0.00
RPL36AL	0.00
RPL36AP10	0.00
RPL36AP13	0.00
RPL36AP21	0.00
RPL36AP26	0.00
RPL36AP35	0.00
RPL36AP39	0.00
RPL36AP40	0.00
RPL36AP41	0.00
RPL36AP43	0.00
RPL36AP45	0.00
RPL36AP48	0.00
RPL36AP55	0.00
RPL36AP6	0.00
RPL36P1	0.00
RPL36P16	0.00
RPL36P19	0.00
RPL36P2	0.00
RPL36P20	0.00
RPL36P4	0.00
RPL37	0.00
RPL37A	0.00
RPL37AP1	0.00
RPL37AP8	0.00
RPL37P10	0.00
RPL37P15	0.00
RPL37P2	0.00
RPL37P21	0.00
RPL37P23	0.00
RPL37P25	0.00
RPL37P3	0.00
RPL37P4	0.00
RPL38	0.00
RPL38P1	0.00
RPL38P3	0.00
RPL39L	0.00
RPL39P	0.00
RPL39P25	0.00
RPL39P28	0.00
RPL39P31	0.00
RPL39P33	0.00
RPL39P38	0.00
RPL39P40	0.00
RPL39P5	0.00
RPL39P6	0.00
RPL3L	0.00
RPL3P1	0.00
RPL3P10	0.00
RPL3P11	0.00
RPL3P13	0.00
RPL3P2	0.00
RPL3P3	0.00
RPL3P4	0.00
RPL3P5	0.00
RPL3P6	0.00
RPL3P7	0.00
RPL3P8	0.00
RPL3P9	0.00
RPL4	0.00
RPL41	0.00
RPL41P1	0.00
RPL4P1	0.00
RPL4P2	0.00
RPL4P3	0.00
RPL4P4	0.00
RPL4P5	0.00
RPL5	0.00
RPL5P1	0.00
RPL5P10	0.00
RPL5P11	0.00
RPL5P12	0.00
RPL5P13	0.00
RPL5P14	0.00
RPL5P15	0.00
RPL5P16	0.00
RPL5P17	0.00
RPL5P18	0.00
RPL5P19	0.00
RPL5P2	0.00
RPL5P20	0.00
RPL5P21	0.00
RPL5P22	0.00
RPL5P23	0.00
RPL5P24	0.00
RPL5P25	0.00
RPL5P26	0.00
RPL5P27	0.00
RPL5P28	0.00
RPL5P29	0.00
RPL5P3	0.00
RPL5P30	0.00
RPL5P31	0.00
RPL5P32	0.00
RPL5P33	0.00
RPL5P34	0.00
RPL5P35	0.00
RPL5P4	0.00
RPL5P5	0.00
RPL5P6	0.00
RPL5P7	0.00
RPL5P8	0.00
RPL5P9	0.00
RPL6	0.00
RPL6P12	0.00
RPL6P2	0.00
RPL6P21	0.00
RPL6P25	0.00
RPL6P27	0.00
RPL6P5	0.00
RPL6P7	0.00
RPL6P8	0.00
RPL6P9	0.00
RPL7	0.00
RPL7A	0.00
RPL7AL2	0.00
RPL7AL3	0.00
RPL7AP10	0.00
RPL7AP11	0.00
RPL7AP14	0.00
RPL7AP2	0.00
RPL7AP23	0.00
RPL7AP25	0.00
RPL7AP28	0.00
RPL7AP3	0.00
RPL7AP30	0.00
RPL7AP31	0.00
RPL7AP33	0.00
RPL7AP34	0.00
RPL7AP38	0.00
RPL7AP4	0.00
RPL7AP56	0.00
RPL7AP57	0.00
RPL7AP58	0.00
RPL7AP6	0.00
RPL7AP60	0.00
RPL7AP61	0.00
RPL7AP64	0.00
RPL7AP65	0.00
RPL7AP66	0.00
RPL7AP69	0.00
RPL7AP7	0.00
RPL7AP73	0.00
RPL7AP8	0.00
RPL7L1	0.00
RPL7L1P1	0.00
RPL7L1P10	0.00
RPL7L1P12	0.00
RPL7L1P13	0.00
RPL7L1P2	0.00
RPL7L1P3	0.00
RPL7L1P4	0.00
RPL7L1P5	0.00
RPL7L1P8	0.00
RPL7L1P9	0.00
RPL7P10	0.00
RPL7P11	0.00
RPL7P12	0.00
RPL7P13	0.00
RPL7P14	0.00
RPL7P15	0.00
RPL7P16	0.00
RPL7P17	0.00
RPL7P19	0.00
RPL7P2	0.00
RPL7P20	0.00
RPL7P22	0.00
RPL7P23	0.00
RPL7P25	0.00
RPL7P26	0.00
RPL7P27	0.00
RPL7P28	0.00
RPL7P29	0.00
RPL7P3	0.00
RPL7P30	0.00
RPL7P32	0.00
RPL7P33	0.00
RPL7P34	0.00
RPL7P35	0.00
RPL7P36	0.00
RPL7P37	0.00
RPL7P38	0.00
RPL7P39	0.00
RPL7P4	0.00
RPL7P40	0.00
RPL7P41	0.00
RPL7P42	0.00
RPL7P43	0.00
RPL7P44	0.00
RPL7P45	0.00
RPL7P46	0.00
RPL7P47	0.00
RPL7P48	0.00
RPL7P5	0.00
RPL7P50	0.00
RPL7P51	0.00
RPL7P59	0.00
RPL7P6	0.00
RPL7P60	0.00
RPL7P61	0.00
RPL7P8	0.00
RPL7P9	0.00
RPL8	0.00
RPL8P2	0.00
RPL9	0.00
RPL9P15	0.00
RPL9P16	0.00
RPL9P18	0.00
RPL9P2	0.00
RPL9P25	0.00
RPL9P28	0.00
RPL9P29	0.00
RPL9P3	0.00
RPL9P30	0.00
RPL9P31	0.00
RPL9P32	0.00
RPL9P33	0.00
RPL9P5	0.00
RPLP0	0.00
RPLP0P1	0.00
RPLP0P11	0.00
RPLP0P2	0.00
RPLP0P6	0.00
RPLP0P7	0.00
RPLP1	0.00
RPLP1P13	0.00
RPLP2	0.00
RPLP2P1	0.00
RPN1	0.00
RPN2	0.00
RPP14	0.00
RPP21	0.00
RPP25	0.00
RPP25L	0.00
RPP30	0.00
RPP38	0.00
RPP40	0.00
RPP40P2	0.00
RPPH1	0.00
RPRD1A	0.00
RPRD1B	0.00
RPRD2	0.00
RPRM	0.00
RPRML	0.00
RPS10	0.00
RPS10-NUDT3	0.00
RPS10L	0.00
RPS10P14	0.00
RPS10P16	0.00
RPS10P18	0.00
RPS10P20	0.00
RPS10P21	0.00
RPS10P27	0.00
RPS10P28	0.00
RPS10P3	0.00
RPS11	0.00
RPS11P1	0.00
RPS11P6	0.00
RPS12	0.00
RPS12P10	0.00
RPS12P15	0.00
RPS12P20	0.00
RPS12P23	0.00
RPS12P24	0.00
RPS12P26	0.00
RPS12P27	0.00
RPS12P31	0.00
RPS12P5	0.00
RPS13	0.00
RPS14	0.00
RPS14P3	0.00
RPS14P7	0.00
RPS15	0.00
RPS15A	0.00
RPS15AP1	0.00
RPS15AP11	0.00
RPS15AP16	0.00
RPS15AP24	0.00
RPS15AP25	0.00
RPS15AP27	0.00
RPS15AP32	0.00
RPS15AP34	0.00
RPS15AP36	0.00
RPS15AP38	0.00
RPS15AP5	0.00
RPS15AP6	0.00
RPS15AP7	0.00
RPS15AP9	0.00
RPS15P5	0.00
RPS16	0.00
RPS16P5	0.00
RPS16P8	0.00
RPS16P9	0.00
RPS17P1	0.00
RPS17P11	0.00
RPS17P14	0.00
RPS17P15	0.00
RPS17P2	0.00
RPS17P5	0.00
RPS17P8	0.00
RPS18	0.00
RPS18P1	0.00
RPS18P12	0.00
RPS18P13	0.00
RPS18P6	0.00
RPS18P9	0.00
RPS19	0.00
RPS19BP1	0.00
RPS19P1	0.00
RPS19P6	0.00
RPS2	0.00
RPS20	0.00
RPS20P10	0.00
RPS20P14	0.00
RPS20P2	0.00
RPS20P20	0.00
RPS20P21	0.00
RPS20P22	0.00
RPS20P23	0.00
RPS20P24	0.00
RPS20P25	0.00
RPS20P31	0.00
RPS20P32	0.00
RPS20P35	0.00
RPS21	0.00
RPS21P4	0.00
RPS21P8	0.00
RPS23	0.00
RPS23P1	0.00
RPS23P10	0.00
RPS23P2	0.00
RPS23P3	0.00
RPS23P4	0.00
RPS23P5	0.00
RPS23P6	0.00
RPS24	0.00
RPS24P12	0.00
RPS24P13	0.00
RPS24P16	0.00
RPS24P17	0.00
RPS24P18	0.00
RPS24P7	0.00
RPS24P8	0.00
RPS25	0.00
RPS26	0.00
RPS26P13	0.00
RPS26P15	0.00
RPS26P2	0.00
RPS26P21	0.00
RPS26P24	0.00
RPS26P3	0.00
RPS26P30	0.00
RPS26P31	0.00
RPS26P34	0.00
RPS26P35	0.00
RPS26P4	0.00
RPS26P43	0.00
RPS26P49	0.00
RPS26P54	0.00
RPS26P55	0.00
RPS26P6	0.00
RPS26P8	0.00
RPS27	0.00
RPS27A	0.00
RPS27AP1	0.00
RPS27AP14	0.00
RPS27AP2	0.00
RPS27L	0.00
RPS27P1	0.00
RPS27P12	0.00
RPS27P15	0.00
RPS27P16	0.00
RPS27P18	0.00
RPS27P20	0.00
RPS27P23	0.00
RPS27P25	0.00
RPS27P26	0.00
RPS27P5	0.00
RPS28	0.00
RPS28P1	0.00
RPS28P8	0.00
RPS29	0.00
RPS29P13	0.00
RPS29P22	0.00
RPS29P24	0.00
RPS29P25	0.00
RPS29P26	0.00
RPS29P6	0.00
RPS2P1	0.00
RPS2P2	0.00
RPS2P24	0.00
RPS2P25	0.00
RPS2P32	0.00
RPS2P35	0.00
RPS2P39	0.00
RPS2P4	0.00
RPS2P41	0.00
RPS2P44	0.00
RPS2P45	0.00
RPS2P48	0.00
RPS2P52	0.00
RPS2P6	0.00
RPS2P7	0.00
RPS3	1.00
RPS3A	0.00
RPS3AP1	0.00
RPS3AP12	0.00
RPS3AP17	0.00
RPS3AP2	0.00
RPS3AP22	0.00
RPS3AP23	0.00
RPS3AP24	0.00
RPS3AP25	0.00
RPS3AP26	0.00
RPS3AP29	0.00
RPS3AP39	0.00
RPS3AP4	0.00
RPS3AP43	0.00
RPS3AP44	0.00
RPS3AP47	0.00
RPS3AP49	0.00
RPS3AP5	0.00
RPS3AP50	0.00
RPS3AP52	0.00
RPS3AP53	0.00
RPS3AP6	0.00
RPS3AP9	0.00
RPS3P2	0.00
RPS3P6	0.00
RPS3P7	0.00
RPS4XP1	0.00
RPS4XP10	0.00
RPS4XP11	0.00
RPS4XP12	0.00
RPS4XP13	0.00
RPS4XP14	0.00
RPS4XP15	0.00
RPS4XP16	0.00
RPS4XP17	0.00
RPS4XP18	0.00
RPS4XP19	0.00
RPS4XP2	0.00
RPS4XP20	0.00
RPS4XP21	0.00
RPS4XP22	0.00
RPS4XP23	0.00
RPS4XP3	0.00
RPS4XP4	0.00
RPS4XP5	0.00
RPS4XP6	0.00
RPS4XP7	0.00
RPS4XP8	0.00
RPS4XP9	0.00
RPS5	0.00
RPS5P3	0.00
RPS6	0.00
RPS6KA1	0.00
RPS6KA2	0.00
RPS6KA2-AS1	0.00
RPS6KA4	0.00
RPS6KA5	0.00
RPS6KB1	0.00
RPS6KB2	0.00
RPS6KC1	0.00
RPS6KL1	0.00
RPS6P12	0.00
RPS6P16	0.00
RPS6P2	0.00
RPS6P20	0.00
RPS6P21	0.00
RPS6P23	0.00
RPS6P7	0.00
RPS6P8	0.00
RPS7	0.00
RPS7P1	0.00
RPS7P10	0.00
RPS7P11	0.00
RPS7P15	0.00
RPS7P3	0.00
RPS7P4	0.00
RPS7P5	0.00
RPS7P6	0.00
RPS7P7	0.00
RPS7P8	0.00
RPS7P9	0.00
RPS8	0.00
RPS8P3	0.00
RPS8P6	0.00
RPS9	0.00
RPS9P1	0.00
RPSA	0.00
RPSAP1	0.00
RPSAP2	0.00
RPSAP34	0.00
RPSAP35	0.00
RPSAP37	0.00
RPSAP4	0.00
RPSAP41	0.00
RPSAP42	0.00
RPSAP43	0.00
RPSAP47	0.00
RPSAP52	0.00
RPSAP53	0.00
RPSAP54	0.00
RPSAP55	0.00
RPSAP56	0.00
RPSAP57	0.00
RPSAP58	0.00
RPSAP6	0.00
RPSAP9	0.00
RPTN	0.00
RPTOR	1.00
RPUSD1	0.00
RPUSD2	0.00
RPUSD3	0.00
RPUSD4	0.00
RQCD1	0.00
RRAD	0.00
RRAGA	0.00
RRAGC	0.00
RRAGD	0.00
RRAS	0.00
RRAS2	0.00
RRBP1	0.00
RREB1	0.00
RRH	0.00
RRM1	0.00
RRM1-AS1	0.00
RRM2	0.00
RRM2B	0.00
RRM2P2	0.00
RRN3	0.00
RRN3P1	0.00
RRN3P2	0.00
RRN3P3	0.00
RRNAD1	0.00
RRP1	0.00
RRP12	0.00
RRP15	0.00
RRP1B	0.00
RRP36	0.00
RRP7A	0.00
RRP7B	0.00
RRP8	0.00
RRP9	0.00
RRS1	0.00
RSAD1	0.00
RSAD2	0.00
RSBN1	0.00
RSBN1L	0.00
RSC1A1	0.00
RSF1	0.00
RSG1	0.00
RSL1D1	0.00
RSL24D1	0.00
RSL24D1P1	0.00
RSL24D1P11	0.00
RSL24D1P2	0.00
RSL24D1P3	0.00
RSL24D1P4	0.00
RSL24D1P5	0.00
RSL24D1P6	0.00
RSL24D1P9	0.00
RSPH1	0.00
RSPH3	0.00
RSPH4A	0.00
RSPH6A	0.00
RSPH9	0.00
RSPO1	1.00
RSPO2	0.00
RSPO3	1.00
RSPO4	0.00
RSPRY1	0.00
RSRC1	0.00
RSRC2	0.00
RSU1	0.00
RSU1P1	0.00
RSU1P2	0.00
RSU1P3	0.00
RTBDN	0.00
RTCA	0.00
RTCB	0.00
RTDR1	0.00
RTEL1	0.00
RTEL1-TNFRSF6B	0.00
RTEL1P1	0.00
RTF1	0.00
RTFDC1	0.00
RTKN	0.00
RTKN2	0.00
RTL1	0.00
RTN1	0.00
RTN2	0.00
RTN3	0.00
RTN3P1	0.00
RTN4	1.00
RTN4IP1	0.00
RTN4R	0.00
RTN4RL1	0.00
RTN4RL2	0.00
RTP1	0.00
RTP2	0.00
RTP3	0.00
RTP4	0.00
RTTN	0.00
RUFY1	0.00
RUFY2	0.00
RUFY3	0.00
RUFY4	0.00
RUNDC1	0.00
RUNDC3A	0.00
RUNDC3B	0.00
RUNX1	0.00
RUNX1T1	1.00
RUNX2	0.00
RUNX3	0.00
RUSC1	0.00
RUSC1-AS1	0.00
RUSC2	0.00
RUVBL1	0.00
RUVBL1-AS1	0.00
RUVBL2	0.00
RWDD1	0.00
RWDD2A	0.00
RWDD2B	0.00
RWDD3	0.00
RWDD4	0.00
RXFP1	0.00
RXFP2	0.00
RXFP3	0.00
RXFP4	0.00
RXRA	0.00
RXRB	0.00
RXRG	0.00
RYBP	0.00
RYK	0.00
RYR1	0.00
RYR2	0.00
RYR3	0.00
S100A1	1.00
S100A10	0.00
S100A11	0.00
S100A11P1	0.00
S100A11P2	0.00
S100A12	0.00
S100A13	0.00
S100A14	0.00
S100A16	0.00
S100A2	0.00
S100A3	0.00
S100A4	0.00
S100A5	0.00
S100A6	0.00
S100A7	0.00
S100A7A	0.00
S100A7L2	0.00
S100A8	0.00
S100A9	0.00
S100B	0.00
S100P	0.00
S100PBP	0.00
S100Z	0.00
S1PR1	1.00
S1PR2	0.00
S1PR3	0.00
S1PR4	0.00
S1PR5	0.00
SAA1	0.00
SAA2	0.00
SAA2-SAA4	0.00
SAA3P	0.00
SAA4	0.00
SAAL1	0.00
SAC3D1	0.00
SACM1L	0.00
SACS	0.00
SAE1	0.00
SAFB	0.00
SAFB2	0.00
SAG	0.00
SALL1	0.00
SALL2	1.00
SALL3	0.00
SALL4	0.00
SALL4P1	0.00
SALL4P5	0.00
SALL4P6	0.00
SALL4P7	0.00
SAMD1	0.00
SAMD10	0.00
SAMD11P1	0.00
SAMD12	1.00
SAMD13	0.00
SAMD14	0.00
SAMD15	0.00
SAMD3	0.00
SAMD4A	1.00
SAMD4B	0.00
SAMD5	0.00
SAMD7	0.00
SAMD8	0.00
SAMD9	0.00
SAMD9L	0.00
SAMHD1	0.00
SAMM50	0.00
SAMSN1	0.00
SAMSN1-AS1	0.00
SAP130	0.00
SAP18	0.00
SAP25	0.00
SAP30	0.00
SAP30BP	0.00
SAP30L	0.00
SAP30L-AS1	0.00
SAPCD1	1.00
SAPCD1-AS1	0.00
SAPCD2	0.00
SAR1A	0.00
SAR1B	0.00
SAR1P1	0.00
SAR1P3	0.00
SARDH	0.00
SARM1	0.00
SARNP	0.00
SARS	0.00
SARS2	1.00
SART1	0.00
SART3	0.00
SASH1	0.00
SASS6	0.00
SAT2	0.00
SATB1	0.00
SATB2	0.00
SATB2-AS1	0.00
SAV1	0.00
SAYSD1	0.00
SBDS	0.00
SBDSP1	0.00
SBF1	0.00
SBF1P1	0.00
SBF2	1.00
SBF2-AS1	0.00
SBK1	0.00
SBK2	0.00
SBK3	0.00
SBNO1	0.00
SBNO2	0.00
SBP1	0.00
SBSN	0.00
SBSPON	0.00
SC22CB-1D7.1	0.00
SC22CB-1E7.1	0.00
SC5D	0.00
SCAF1	0.00
SCAF11	0.00
SCAF4	0.00
SCAF8	0.00
SCAI	0.00
SCAMP1	0.00
SCAMP2	0.00
SCAMP3	0.00
SCAMP4	0.00
SCAMP5	0.00
SCAND1	0.00
SCAND2P	0.00
SCAND3	0.00
SCAND3P1	0.00
SCAP	0.00
SCAPER	0.00
SCARA3	0.00
SCARA5	0.00
SCARB1	0.00
SCARB2	0.00
SCARF1	0.00
SCARF2	0.00
SCARNA15	0.00
SCARNA17	0.00
SCCPDH	0.00
SCD	0.00
SCD5	0.00
SCEL	0.00
SCEL-AS1	0.00
SCFD1	0.00
SCFD2	0.00
SCG2	1.00
SCG3	0.00
SCG5	0.00
SCGB1A1	0.00
SCGB1D1	0.00
SCGB1D2	0.00
SCGB1D4	0.00
SCGB1D5P	0.00
SCGB2A1	0.00
SCGB2A2	0.00
SCGB2B2	0.00
SCGB2B3P	0.00
SCGB3A1	0.00
SCGB3A2	0.00
SCGN	0.00
SCHIP1	0.00
SCIMP	0.00
SCIN	0.00
SCLT1	0.00
SCLY	0.00
SCMH1	0.00
SCML2P1	0.00
SCML2P2	0.00
SCML4	0.00
SCN10A	1.00
SCN11A	0.00
SCN1A	1.00
SCN1B	1.00
SCN2A	0.00
SCN2B	0.00
SCN3A	0.00
SCN3B	0.00
SCN4A	0.00
SCN4B	1.00
SCN5A	1.00
SCN7A	0.00
SCN8A	0.00
SCN9A	1.00
SCNM1	0.00
SCNN1A	1.00
SCNN1B	1.00
SCNN1D	1.00
SCNN1G	1.00
SCO1	0.00
SCO2	0.00
SCOC	1.00
SCOCP1	0.00
SCP2	0.00
SCP2D1	0.00
SCPEP1	1.00
SCRG1	0.00
SCRIB	0.00
SCRN1	0.00
SCRN2	0.00
SCRN3	0.00
SCRT1	0.00
SCRT2	0.00
SCT	0.00
SCTR	0.00
SCUBE1	0.00
SCUBE2	0.00
SCUBE3	0.00
SCYL1	0.00
SCYL2	1.00
SCYL3	0.00
SDAD1	0.00
SDAD1P1	0.00
SDAD1P2	0.00
SDAD1P3	0.00
SDAD1P4	0.00
SDC1	0.00
SDC2	0.00
SDC3	0.00
SDC4	1.00
SDC4P	0.00
SDCBP	0.00
SDCBP2	0.00
SDCBP2-AS1	0.00
SDCBP2P1	0.00
SDCBPP1	0.00
SDCBPP2	0.00
SDCCAG3	0.00
SDCCAG3P1	0.00
SDCCAG3P2	0.00
SDCCAG8	0.00
SDE2	0.00
SDF2	1.00
SDF2L1	0.00
SDF4	0.00
SDHA	0.00
SDHAF1	0.00
SDHAF2	0.00
SDHAP3	0.00
SDHB	0.00
SDHC	0.00
SDHCP2	0.00
SDHCP3	0.00
SDHD	0.00
SDHDP2	0.00
SDIM1	0.00
SDK1	0.00
SDK2	0.00
SDPR	0.00
SDR16C5	0.00
SDR16C6P	0.00
SDR39U1	0.00
SDR42E1	0.00
SDR42E2	0.00
SDR9C7	0.00
SDS	0.00
SDSL	0.00
SEC11A	0.00
SEC11C	0.00
SEC13	0.00
SEC13P1	0.00
SEC14L1	0.00
SEC14L1P1	0.00
SEC14L2	0.00
SEC14L3	0.00
SEC14L4	0.00
SEC14L5	0.00
SEC14L6	0.00
SEC16A	0.00
SEC16B	0.00
SEC1P	0.00
SEC22A	0.00
SEC22C	0.00
SEC23A	0.00
SEC23B	1.00
SEC23IP	0.00
SEC24A	0.00
SEC24B	0.00
SEC24B-AS1	0.00
SEC24C	0.00
SEC24D	1.00
SEC31A	0.00
SEC31B	0.00
SEC61A1	0.00
SEC61A2	0.00
SEC61B	0.00
SEC61G	0.00
SEC62	0.00
SEC62-AS1	0.00
SEC63	0.00
SEC63P1	0.00
SEC63P2	0.00
