Gene	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism
DHX33	NA	NA	NA	NA	NA
DHX34	NA	NA	NA	NA	NA
DHX35	NA	NA	NA	NA	NA
DHX37	NA	NA	NA	NA	NA
DHX57	NA	NA	NA	NA	NA
DIAPH1	NA	NA	NA	NA	NA
DIAPH3	NA	NA	NA	NA	NA
DICER1	NA	NA	NA	NA	NA
DICER1-AS1	NA	NA	NA	NA	NA
DIDO1	NA	NA	NA	NA	NA
DIO1	NA	NA	NA	NA	NA
DIO2-AS1	NA	NA	NA	NA	NA
DIP2A	NA	NA	NA	NA	NA
DIP2A-IT1	NA	NA	NA	NA	NA
DIP2B	NA	NA	NA	NA	NA
DIP2C	NA	NA	NA	NA	NA
DIRAS2	NA	NA	NA	NA	NA
DIRC1	NA	NA	NA	NA	NA
DIRC2	NA	NA	NA	NA	NA
DIRC3	NA	NA	NA	NA	NA
DIS3L2	NA	NA	NA	NA	NA
DISC1	NA	NA	NA	NA	NA
DISP1	NA	NA	NA	NA	NA
DKFZP434I0714	NA	NA	NA	NA	NA
DKFZP686I15217	NA	NA	NA	NA	NA
DKFZP761J1410	NA	NA	NA	NA	NA
DKFZP779L1853	NA	NA	NA	NA	NA
DKFZp434A128	NA	NA	NA	NA	NA
DKFZp434B1222	NA	NA	NA	NA	NA
DKFZp434F1622	NA	NA	NA	NA	NA
DKFZp434J0226	NA	NA	NA	NA	NA
DKFZp434J194	NA	NA	NA	NA	NA
DKFZp434L187	NA	NA	NA	NA	NA
DKFZp434P0216	NA	NA	NA	NA	NA
DKFZp451A185	NA	NA	NA	NA	NA
DKFZp451B082	NA	NA	NA	NA	NA
DKFZp547E087	NA	NA	NA	NA	NA
DKFZp564G0982	NA	NA	NA	NA	NA
DKFZp667J0810	NA	NA	NA	NA	NA
DKFZp686H10114	NA	NA	NA	NA	NA
DKFZp686K1684	NA	NA	NA	NA	NA
DKFZp761D112	NA	NA	NA	NA	NA
DKFZp779M0652	NA	NA	NA	NA	NA
DKK1	NA	NA	NA	NA	NA
DKK2	NA	NA	NA	NA	NA
DKK3	NA	NA	NA	NA	NA
DL490450	NA	NA	NA	NA	NA
DL490908	NA	NA	NA	NA	NA
DL491896	NA	NA	NA	NA	NA
DLC1	NA	NA	NA	NA	NA
DLD	NA	NA	NA	NA	NA
DLEC1	NA	NA	NA	NA	NA
DLEU1	NA	NA	NA	NA	NA
DLEU2	NA	NA	NA	NA	NA
DLEU2L	NA	NA	NA	NA	NA
DLG1-AS1	NA	NA	NA	NA	NA
DLG2	NA	NA	NA	NA	NA
DLG5	NA	NA	NA	NA	NA
DLG5-AS1	NA	NA	NA	NA	NA
DLGAP1	NA	NA	NA	NA	NA
DLGAP1-AS4	NA	NA	NA	NA	NA
DLGAP1-AS5	NA	NA	NA	NA	NA
DLGAP3	NA	NA	NA	NA	NA
DLGAP4	NA	NA	NA	NA	NA
DLK1	NA	NA	NA	NA	NA
DLL3	NA	NA	NA	NA	NA
DLX1	NA	NA	NA	NA	NA
DLX2	NA	NA	NA	NA	NA
DLX3	NA	NA	NA	NA	NA
DLX4	NA	NA	NA	NA	NA
DMAP1	NA	NA	NA	NA	NA
DMGDH	NA	NA	NA	NA	NA
DMKN	NA	NA	NA	NA	NA
DMP1	NA	NA	NA	NA	NA
DMRT2	NA	NA	NA	NA	NA
DMRTA2	NA	NA	NA	NA	NA
DMRTB1	NA	NA	NA	NA	NA
DMRTC2	NA	NA	NA	NA	NA
DMTF1	NA	NA	NA	NA	NA
DMTN	NA	NA	NA	NA	NA
DMXL1	NA	NA	NA	NA	NA
DMXL2	NA	NA	NA	NA	NA
DNAAF1	NA	NA	NA	NA	NA
DNAH10	NA	NA	NA	NA	NA
DNAH11	NA	NA	NA	NA	NA
DNAH14	NA	NA	NA	NA	NA
DNAH17	NA	NA	NA	NA	NA
DNAH2	NA	NA	NA	NA	NA
DNAH3	NA	NA	NA	NA	NA
DNAH5	NA	NA	NA	NA	NA
DNAH6	NA	NA	NA	NA	NA
DNAH7	NA	NA	NA	NA	NA
DNAH8	NA	NA	NA	NA	NA
DNAH9	NA	NA	NA	NA	NA
DNAI2	NA	NA	NA	NA	NA
DNAJA1	NA	NA	NA	NA	NA
DNAJA1P5	NA	NA	NA	NA	NA
DNAJA2	NA	NA	NA	NA	NA
DNAJA3	NA	NA	NA	NA	NA
DNAJA4	NA	NA	NA	NA	NA
DNAJB12	NA	NA	NA	NA	NA
DNAJB13	NA	NA	NA	NA	NA
DNAJB14	NA	NA	NA	NA	NA
DNAJB3	NA	NA	NA	NA	NA
DNAJB4	NA	NA	NA	NA	NA
DNAJB5	NA	NA	NA	NA	NA
DNAJB6	NA	NA	NA	NA	NA
DNAJB9	NA	NA	NA	NA	NA
DNAJC1	NA	NA	NA	NA	NA
DNAJC11	NA	NA	NA	NA	NA
DNAJC12	NA	NA	NA	NA	NA
DNAJC13	NA	NA	NA	NA	NA
DNAJC14	NA	NA	NA	NA	NA
DNAJC15	NA	NA	NA	NA	NA
DNAJC16	NA	NA	NA	NA	NA
DNAJC19	NA	NA	NA	NA	NA
DNAJC21	NA	NA	NA	NA	NA
DNAJC25	NA	NA	NA	NA	NA
DNAJC25-GNG10	NA	NA	NA	NA	NA
DNAJC27	NA	NA	NA	NA	NA
DNAJC27-AS1	NA	NA	NA	NA	NA
DNAJC28	NA	NA	NA	NA	NA
DNAJC5	NA	NA	NA	NA	NA
DNAJC5B	NA	NA	NA	NA	NA
DNAJC6	NA	NA	NA	NA	NA
DNAJC9	NA	NA	NA	NA	NA
DNAJC9-AS1	NA	NA	NA	NA	NA
DNAL1	NA	NA	NA	NA	NA
DNASE1L3	NA	NA	NA	NA	NA
DNASE2	NA	NA	NA	NA	NA
DNASE2B	NA	NA	NA	NA	NA
DND1	NA	NA	NA	NA	NA
DNER	NA	NA	NA	NA	NA
DNM1L	NA	NA	NA	NA	NA
DNM2	NA	NA	NA	NA	NA
DNM3	NA	NA	NA	NA	NA
DNMT1	0	NA	NA	NA	NA
DNMT3L	NA	NA	NA	NA	NA
DNTT	NA	NA	NA	NA	NA
DNTTIP1	NA	NA	NA	NA	NA
DOC2B	NA	NA	NA	NA	NA
DOCK1	NA	NA	NA	NA	NA
DOCK10	NA	NA	NA	NA	NA
DOCK2	NA	NA	NA	NA	NA
DOCK3	NA	NA	NA	NA	NA
DOCK4	NA	NA	NA	NA	NA
DOCK5	NA	NA	NA	NA	NA
DOCK7	NA	NA	NA	NA	NA
DOCK8	NA	NA	NA	NA	NA
DOCK9	NA	NA	NA	NA	NA
DOK2	NA	NA	NA	NA	NA
DOK4	NA	NA	NA	NA	NA
DOK5	NA	NA	NA	NA	NA
DOK6	NA	NA	NA	NA	NA
DONSON	NA	NA	NA	NA	NA
DOPEY1	NA	NA	NA	NA	NA
DOPEY2	NA	NA	NA	NA	NA
DOT1L	0	NA	NA	NA	NA
DPAGT1	NA	NA	NA	NA	NA
DPB	NA	NA	NA	NA	NA
DPEP1	2	5	3	NA	NA
DPF3	NA	NA	NA	NA	NA
DPH5	NA	NA	NA	NA	NA
DPH6	NA	NA	NA	NA	NA
DPH6-AS1	NA	NA	NA	NA	NA
DPP10	NA	NA	NA	NA	NA
DPP4	NA	NA	NA	NA	NA
DPP6	NA	NA	NA	NA	NA
DPP8	NA	NA	NA	NA	NA
DPPA2	NA	NA	NA	NA	NA
DPPA3	NA	NA	NA	NA	NA
DPPA4	NA	NA	NA	NA	NA
DPRX	NA	NA	NA	NA	NA
DPT	NA	NA	NA	NA	NA
DPY19L1P1	NA	NA	NA	NA	NA
DPY19L1P2	NA	NA	NA	NA	NA
DPY19L2	NA	NA	NA	NA	NA
DPY19L2P1	NA	NA	NA	NA	NA
DPY19L2P2	NA	NA	NA	NA	NA
DPY19L2P3	NA	NA	NA	NA	NA
DPY19L2P4	NA	NA	NA	NA	NA
DPY30	NA	NA	NA	NA	NA
DPYD	NA	NA	NA	NA	NA
DPYD-AS1	NA	NA	NA	NA	NA
DPYS	NA	NA	NA	NA	NA
DPYSL2	0	NA	NA	NA	NA
DPYSL3	NA	NA	NA	NA	NA
DQ141194	NA	NA	NA	NA	NA
DQ266889	NA	NA	NA	NA	NA
DQ372722	NA	NA	NA	NA	NA
DQ515898	NA	NA	NA	NA	NA
DQ570096	NA	NA	NA	NA	NA
DQ570121	NA	NA	NA	NA	NA
DQ570262	NA	NA	NA	NA	NA
DQ570460	NA	NA	NA	NA	NA
DQ570497	NA	NA	NA	NA	NA
DQ570864	NA	NA	NA	NA	NA
DQ570906	NA	NA	NA	NA	NA
DQ570920	NA	NA	NA	NA	NA
DQ571064	NA	NA	NA	NA	NA
DQ571326	NA	NA	NA	NA	NA
DQ571461	NA	NA	NA	NA	NA
DQ571524	NA	NA	NA	NA	NA
DQ571750	NA	NA	NA	NA	NA
DQ571874	NA	NA	NA	NA	NA
DQ571907	NA	NA	NA	NA	NA
DQ571917	NA	NA	NA	NA	NA
DQ572285	NA	NA	NA	NA	NA
DQ572786	NA	NA	NA	NA	NA
DQ572964	NA	NA	NA	NA	NA
DQ573195	NA	NA	NA	NA	NA
DQ573409	NA	NA	NA	NA	NA
DQ573573	NA	NA	NA	NA	NA
DQ573663	NA	NA	NA	NA	NA
DQ573668	NA	NA	NA	NA	NA
DQ573949	NA	NA	NA	NA	NA
DQ574757	NA	NA	NA	NA	NA
DQ575560	NA	NA	NA	NA	NA
DQ575955	NA	NA	NA	NA	NA
DQ577052	NA	NA	NA	NA	NA
DQ577171	NA	NA	NA	NA	NA
DQ577612	NA	NA	NA	NA	NA
DQ578098	NA	NA	NA	NA	NA
DQ579449	NA	NA	NA	NA	NA
DQ579470	NA	NA	NA	NA	NA
DQ579650	NA	NA	NA	NA	NA
DQ579694	NA	NA	NA	NA	NA
DQ579969	NA	NA	NA	NA	NA
DQ580013	NA	NA	NA	NA	NA
DQ580140	NA	NA	NA	NA	NA
DQ580168	NA	NA	NA	NA	NA
DQ581357	NA	NA	NA	NA	NA
DQ582269	NA	NA	NA	NA	NA
DQ582774	NA	NA	NA	NA	NA
DQ582785	NA	NA	NA	NA	NA
DQ583165	NA	NA	NA	NA	NA
DQ583395	NA	NA	NA	NA	NA
DQ583509	NA	NA	NA	NA	NA
DQ583756	NA	NA	NA	NA	NA
DQ583793	NA	NA	NA	NA	NA
DQ584609	NA	NA	NA	NA	NA
DQ584857	NA	NA	NA	NA	NA
DQ584906	NA	NA	NA	NA	NA
DQ585728	NA	NA	NA	NA	NA
DQ586005	NA	NA	NA	NA	NA
DQ586415	NA	NA	NA	NA	NA
DQ586506	NA	NA	NA	NA	NA
DQ586768	NA	NA	NA	NA	NA
DQ586985	NA	NA	NA	NA	NA
DQ587539	NA	NA	NA	NA	NA
DQ587809	NA	NA	NA	NA	NA
DQ587956	NA	NA	NA	NA	NA
DQ587962	NA	NA	NA	NA	NA
DQ588114	NA	NA	NA	NA	NA
DQ588542	NA	NA	NA	NA	NA
DQ588544	NA	NA	NA	NA	NA
DQ590126	NA	NA	NA	NA	NA
DQ590589	NA	NA	NA	NA	NA
DQ591093	NA	NA	NA	NA	NA
DQ591664	NA	NA	NA	NA	NA
DQ591735	NA	NA	NA	NA	NA
DQ591848	NA	NA	NA	NA	NA
DQ592230	NA	NA	NA	NA	NA
DQ592342	NA	NA	NA	NA	NA
DQ592954	NA	NA	NA	NA	NA
DQ593488	NA	NA	NA	NA	NA
DQ594582	NA	NA	NA	NA	NA
DQ594666	NA	NA	NA	NA	NA
DQ596041	NA	NA	NA	NA	NA
DQ596206	NA	NA	NA	NA	NA
DQ596352	NA	NA	NA	NA	NA
DQ596562	NA	NA	NA	NA	NA
DQ596686	NA	NA	NA	NA	NA
DQ597394	NA	NA	NA	NA	NA
DQ597485	NA	NA	NA	NA	NA
DQ598339	NA	NA	NA	NA	NA
DQ599616	NA	NA	NA	NA	NA
DQ599799	NA	NA	NA	NA	NA
DQ599872	NA	NA	NA	NA	NA
DQ599898	NA	NA	NA	NA	NA
DQ599995	NA	NA	NA	NA	NA
DQ600483	NA	NA	NA	NA	NA
DQ600527	NA	NA	NA	NA	NA
DQ600701	NA	NA	NA	NA	NA
DQ601567	NA	NA	NA	NA	NA
DQ655967	NA	NA	NA	NA	NA
DQ655968	NA	NA	NA	NA	NA
DQ658414	NA	NA	NA	NA	NA
DQ786190	NA	NA	NA	NA	NA
DRAM1	NA	NA	NA	NA	NA
DRAM2	NA	NA	NA	NA	NA
DRD1	NA	NA	NA	NA	NA
DRD2	NA	NA	NA	NA	NA
DRD3	NA	NA	NA	NA	NA
DRGX	NA	NA	NA	NA	NA
DROSHA	NA	NA	NA	NA	NA
DSC1	NA	NA	NA	NA	NA
DSC2	NA	NA	NA	NA	NA
DSC3	NA	NA	NA	NA	NA
DSCAM	NA	NA	NA	NA	NA
DSCAM-IT1	NA	NA	NA	NA	NA
DSCR10	NA	NA	NA	NA	NA
DSCR3	NA	NA	NA	NA	NA
DSCR4	NA	NA	NA	NA	NA
DSCR8	NA	NA	NA	NA	NA
DSCR9	NA	NA	NA	NA	NA
DSG1	NA	NA	NA	NA	NA
DSG2	NA	NA	NA	NA	NA
DSG3	NA	NA	NA	NA	NA
DSG4	NA	NA	NA	NA	NA
DSN1	NA	NA	NA	NA	NA
DSP	3	NA	NA	NA	NA
DSPP	NA	NA	NA	NA	NA
DST	NA	NA	NA	NA	NA
DSTYK	NA	NA	NA	NA	NA
DTHD1	NA	NA	NA	NA	NA
DTL	NA	NA	NA	NA	NA
DTNA	NA	NA	NA	NA	NA
DTNB	NA	NA	NA	NA	NA
DTNBP1	NA	NA	NA	NA	NA
DTWD2	NA	NA	NA	NA	NA
DTX1	NA	NA	NA	NA	NA
DTX4	NA	NA	NA	NA	NA
DUOX1	NA	NA	NA	NA	NA
DUOXA1	NA	NA	NA	NA	NA
DUPD1	NA	NA	NA	NA	NA
DUS1L	NA	NA	NA	NA	NA
DUS3L	NA	NA	NA	NA	NA
DUS4L	NA	NA	NA	NA	NA
DUSP1	3	NA	NA	NA	NA
DUSP10	NA	NA	NA	NA	NA
DUSP12	NA	NA	NA	NA	NA
DUSP16	NA	NA	NA	NA	NA
DUSP19	NA	NA	NA	NA	NA
DUSP2	NA	NA	NA	NA	NA
DUSP22	NA	NA	NA	NA	NA
DUSP23	NA	NA	NA	NA	NA
DUSP28	NA	NA	NA	NA	NA
DUSP4	NA	NA	NA	NA	NA
DUSP5P1	NA	NA	NA	NA	NA
DUT	NA	NA	NA	NA	NA
DUXA	NA	NA	NA	NA	NA
DVL1	NA	NA	NA	NA	NA
DYM	NA	NA	NA	NA	NA
DYNC1H1	NA	NA	NA	NA	NA
DYNC1I1	NA	NA	NA	NA	NA
DYNC1LI1	NA	NA	NA	NA	NA
DYNC1LI2	NA	NA	NA	NA	NA
DYNC2H1	NA	NA	NA	NA	NA
DYNLL2	NA	NA	NA	NA	NA
DYNLRB1	NA	NA	NA	NA	NA
DYNLT1	NA	NA	NA	NA	NA
DYRK1A	NA	NA	NA	NA	NA
DYSF	NA	NA	NA	NA	NA
DYX1C1	NA	NA	NA	NA	NA
DYX1C1-CCPG1	NA	NA	NA	NA	NA
DZANK1	NA	NA	NA	NA	NA
DZIP1	NA	NA	NA	NA	NA
DZIP3	NA	NA	NA	NA	NA
E2F5	NA	NA	NA	NA	NA
E2F6	NA	NA	NA	NA	NA
E2F7	NA	NA	NA	NA	NA
EARS2	NA	NA	NA	NA	NA
EBF1	NA	NA	NA	NA	NA
EBF2	NA	NA	NA	NA	NA
EBF3	NA	NA	NA	NA	NA
ECD	NA	NA	NA	NA	NA
ECE1	NA	NA	NA	NA	NA
ECEL1	NA	NA	NA	NA	NA
ECEL1P2	NA	NA	NA	NA	NA
ECHDC1	NA	NA	NA	NA	NA
ECHDC3	NA	NA	NA	NA	NA
ECHS1	NA	NA	NA	NA	NA
ECI2	NA	NA	NA	NA	NA
ECM2	NA	NA	NA	NA	NA
ECT2	NA	NA	NA	NA	NA
ECT2L	NA	NA	NA	NA	NA
EDAR	NA	NA	NA	NA	NA
EDARADD	NA	NA	NA	NA	NA
EDDM3A	NA	NA	NA	NA	NA
EDDM3B	NA	NA	NA	NA	NA
EDEM1	NA	NA	NA	NA	NA
EDEM2	NA	NA	NA	NA	NA
EDIL3	NA	NA	NA	NA	NA
EDN1	3	NA	NA	NA	NA
EDNRA	3	NA	NA	NA	NA
EEA1	NA	NA	NA	NA	NA
EEF1A1	NA	NA	NA	NA	NA
EEF1E1-BLOC1S5	NA	NA	NA	NA	NA
EEF1E1-MUTED	NA	NA	NA	NA	NA
EEF2K	NA	NA	NA	NA	NA
EEPD1	NA	NA	NA	NA	NA
EF537580	NA	NA	NA	NA	NA
EF565094	NA	NA	NA	NA	NA
EF565118	NA	NA	NA	NA	NA
EF565122	NA	NA	NA	NA	NA
EF633108	NA	NA	NA	NA	NA
EFCAB1	NA	NA	NA	NA	NA
EFCAB10	NA	NA	NA	NA	NA
EFCAB11	NA	NA	NA	NA	NA
EFCAB12	NA	NA	NA	NA	NA
EFCAB14	NA	NA	NA	NA	NA
EFCAB2	NA	NA	NA	NA	NA
EFCAB4A	NA	NA	NA	NA	NA
EFCAB4B	NA	NA	NA	NA	NA
EFCAB5	NA	NA	NA	NA	NA
EFCAB6	NA	NA	NA	NA	NA
EFCAB6-AS1	NA	NA	NA	NA	NA
EFCAB7	NA	NA	NA	NA	NA
EFCAB9	NA	NA	NA	NA	NA
EFCC1	NA	NA	NA	NA	NA
EFHB	NA	NA	NA	NA	NA
EFHC1	NA	NA	NA	NA	NA
EFHD1	NA	NA	NA	NA	NA
EFNA3	NA	NA	NA	NA	NA
EFNA5	NA	NA	NA	NA	NA
EFNB2	NA	NA	NA	NA	NA
EFR3A	NA	NA	NA	NA	NA
EFR3B	NA	NA	NA	NA	NA
EFS	NA	NA	NA	NA	NA
EFTUD1	NA	NA	NA	NA	NA
EGFLAM	NA	NA	NA	NA	NA
EGFR	NA	NA	NA	NA	NA
EGFR-AS1	NA	NA	NA	NA	NA
EGLN1	NA	NA	NA	NA	NA
EGLN3	NA	NA	NA	NA	NA
EGOT	NA	NA	NA	NA	NA
EGR1	NA	NA	NA	NA	NA
EHBP1	NA	NA	NA	NA	NA
EHBP1L1	NA	NA	NA	NA	NA
EHD1	NA	NA	NA	NA	NA
EHD2	NA	NA	NA	NA	NA
EHD3	NA	NA	NA	NA	NA
EHF	NA	NA	NA	NA	NA
EHMT1	0	NA	NA	NA	NA
EI24	NA	NA	NA	NA	NA
EID2	NA	NA	NA	NA	NA
EID2B	NA	NA	NA	NA	NA
EIF1B-AS1	NA	NA	NA	NA	NA
EIF2AK1	NA	NA	NA	NA	NA
EIF2AK3	NA	NA	NA	NA	NA
EIF2AK4	NA	NA	NA	NA	NA
EIF2AP4	NA	NA	NA	NA	NA
EIF2B3	NA	NA	NA	NA	NA
EIF3A	NA	NA	NA	NA	NA
EIF3D	NA	NA	NA	NA	NA
EIF3E	NA	NA	NA	NA	NA
EIF3H	NA	NA	NA	NA	NA
EIF3IP1	NA	NA	NA	NA	NA
EIF3J	NA	NA	NA	NA	NA
EIF3J-AS1	NA	NA	NA	NA	NA
EIF4A1	NA	NA	NA	NA	NA
EIF4A3	NA	NA	NA	NA	NA
EIF4E	NA	NA	NA	NA	NA
EIF4E1B	NA	NA	NA	NA	NA
EIF4E2	NA	NA	NA	NA	NA
EIF4E3	NA	NA	NA	NA	NA
EIF4EBP2	NA	NA	NA	NA	NA
EIF4ENIF1	NA	NA	NA	NA	NA
EIF4G1	NA	NA	NA	NA	NA
EIF5A2	NA	NA	NA	NA	NA
EIF5B	NA	NA	NA	NA	NA
ELAC2	NA	NA	NA	NA	NA
ELAVL2	NA	NA	NA	NA	NA
ELAVL3	NA	NA	NA	NA	NA
ELAVL4	NA	NA	NA	NA	NA
ELF2	NA	NA	NA	NA	NA
ELF5	NA	NA	NA	NA	NA
ELK3	NA	NA	NA	NA	NA
ELK4	NA	NA	NA	NA	NA
ELL	NA	NA	NA	NA	NA
ELL2	NA	NA	NA	NA	NA
ELMO1	NA	NA	NA	NA	NA
ELMO2	NA	NA	NA	NA	NA
ELMSAN1	NA	NA	NA	NA	NA
ELN	NA	NA	NA	NA	NA
ELOVL1	NA	NA	NA	NA	NA
ELOVL5	NA	NA	NA	NA	NA
ELOVL6	NA	NA	NA	NA	NA
ELOVL7	NA	NA	NA	NA	NA
ELP2	NA	NA	NA	NA	NA
ELP3	NA	NA	NA	NA	NA
ELP4	NA	NA	NA	NA	NA
ELP5	NA	NA	NA	NA	NA
ELSPBP1	NA	NA	NA	NA	NA
ELTD1	NA	NA	NA	NA	NA
EMB	NA	NA	NA	NA	NA
EMC1	NA	NA	NA	NA	NA
EMC2	NA	NA	NA	NA	NA
EMC7	NA	NA	NA	NA	NA
EMCN	NA	NA	NA	NA	NA
EMILIN2	NA	NA	NA	NA	NA
EML1	NA	NA	NA	NA	NA
EMR3	NA	NA	NA	NA	NA
EMX2	NA	NA	NA	NA	NA
EMX2OS	NA	NA	NA	NA	NA
EN1	NA	NA	NA	NA	NA
ENAH	NA	NA	NA	NA	NA
ENAM	NA	NA	NA	NA	NA
ENDOV	NA	NA	NA	NA	NA
ENKUR	NA	NA	NA	NA	NA
ENO2	NA	NA	NA	NA	NA
ENOPH1	NA	NA	NA	NA	NA
ENOX1	NA	NA	NA	NA	NA
ENPEP	0	NA	NA	NA	NA
ENPP1	NA	NA	NA	NA	NA
ENPP3	NA	NA	NA	NA	NA
ENPP5	NA	NA	NA	NA	NA
ENPP6	NA	NA	NA	NA	NA
ENPP7	NA	NA	NA	NA	NA
ENSA	NA	NA	NA	NA	NA
ENTHD1	NA	NA	NA	NA	NA
ENTPD1	NA	NA	NA	NA	NA
ENTPD1-AS1	NA	NA	NA	NA	NA
ENTPD3-AS1	NA	NA	NA	NA	NA
ENTPD5	NA	NA	NA	NA	NA
ENTPD6	NA	NA	NA	NA	NA
ENTPD7	NA	NA	NA	NA	NA
EOGT	NA	NA	NA	NA	NA
EP400	NA	NA	NA	NA	NA
EPB41	2	3	2	NA	NA
EPB41L1	NA	NA	NA	NA	NA
EPB41L2	NA	NA	NA	NA	NA
EPB41L3	NA	NA	NA	NA	NA
EPB41L4A	NA	NA	NA	NA	NA
EPB41L5	NA	NA	NA	NA	NA
EPC1	NA	NA	NA	NA	NA
EPCAM	NA	NA	NA	NA	NA
EPDR1	NA	NA	NA	NA	NA
EPHA1	NA	NA	NA	NA	NA
EPHA1-AS1	NA	NA	NA	NA	NA
EPHA10	NA	NA	NA	NA	NA
EPHA3	NA	NA	NA	NA	NA
EPHA4	NA	NA	NA	NA	NA
EPHA5	NA	NA	NA	NA	NA
EPHA6	NA	NA	NA	NA	NA
EPHA7	NA	NA	NA	NA	NA
EPHB1	NA	NA	NA	NA	NA
EPHB3	NA	NA	NA	NA	NA
EPHB6	NA	NA	NA	NA	NA
EPHX1	NA	NA	NA	NA	NA
EPHX2	NA	NA	NA	NA	NA
EPM2A	NA	NA	NA	NA	NA
EPM2AIP1	0	NA	NA	NA	NA
EPN1	NA	NA	NA	NA	NA
EPN2	NA	NA	NA	NA	NA
EPN2-AS1	NA	NA	NA	NA	NA
EPN2-IT1	NA	NA	NA	NA	NA
EPN3	NA	NA	NA	NA	NA
EPS15	NA	NA	NA	NA	NA
EPS8	NA	NA	NA	NA	NA
EPS8L1	NA	NA	NA	NA	NA
EPS8L2	NA	NA	NA	NA	NA
EPS8L3	NA	NA	NA	NA	NA
EPSTI1	NA	NA	NA	NA	NA
EPYC	NA	NA	NA	NA	NA
EQTN	NA	NA	NA	NA	NA
ERAP1	0	NA	NA	NA	NA
ERBB4	0	NA	NA	NA	NA
ERC1	NA	NA	NA	NA	NA
ERC2	NA	NA	NA	NA	NA
ERCC3	NA	NA	NA	NA	NA
ERCC5	NA	NA	NA	NA	NA
ERCC6	NA	NA	NA	NA	NA
ERCC6-PGBD3	NA	NA	NA	NA	NA
ERCC6L2	NA	NA	NA	NA	NA
EREG	NA	NA	NA	NA	NA
ERF	NA	NA	NA	NA	NA
ERG	NA	NA	NA	NA	NA
ERGIC2	NA	NA	NA	NA	NA
ERH	NA	NA	NA	NA	NA
ERI3	NA	NA	NA	NA	NA
ERICH1	NA	NA	NA	NA	NA
ERICH1-AS1	NA	NA	NA	NA	NA
ERICH2	NA	NA	NA	NA	NA
ERMP1	NA	NA	NA	NA	NA
ERN2	NA	NA	NA	NA	NA
ERO1LB	NA	NA	NA	NA	NA
ERP44	NA	NA	NA	NA	NA
ERVFRD-1	NA	NA	NA	NA	NA
ERVK13-1	NA	NA	NA	NA	NA
ERVMER34-1	NA	NA	NA	NA	NA
ERVV-1	NA	NA	NA	NA	NA
ERVV-2	NA	NA	NA	NA	NA
ESAM	NA	NA	NA	NA	NA
ESCO2	NA	NA	NA	NA	NA
ESF1	NA	NA	NA	NA	NA
ESM1	NA	NA	NA	NA	NA
ESPNL	NA	NA	NA	NA	NA
ESR1	2	2	3	NA	NA
ESR2	NA	NA	NA	NA	NA
ESRRB	NA	NA	NA	NA	NA
ESRRG	2	2	3	NA	NA
ESYT2	NA	NA	NA	NA	NA
ETAA1	NA	NA	NA	NA	NA
ETF1	NA	NA	NA	NA	NA
ETFB	NA	NA	NA	NA	NA
ETHE1	NA	NA	NA	NA	NA
ETNK1	NA	NA	NA	NA	NA
ETS1	NA	NA	NA	NA	NA
ETS2	NA	NA	NA	NA	NA
ETV3	NA	NA	NA	NA	NA
ETV3L	NA	NA	NA	NA	NA
ETV6	NA	NA	NA	NA	NA
EU233817	NA	NA	NA	NA	NA
EU250746	NA	NA	NA	NA	NA
EU250752	NA	NA	NA	NA	NA
EVA1A	NA	NA	NA	NA	NA
EVA1C	NA	NA	NA	NA	NA
EVC	NA	NA	NA	NA	NA
EVC2	NA	NA	NA	NA	NA
EVI5	NA	NA	NA	NA	NA
EXO1	NA	NA	NA	NA	NA
EXO5	NA	NA	NA	NA	NA
EXOC1	NA	NA	NA	NA	NA
EXOC2	NA	NA	NA	NA	NA
EXOC3L2	NA	NA	NA	NA	NA
EXOC4	NA	NA	NA	NA	NA
EXOC5	NA	NA	NA	NA	NA
EXOC6B	NA	NA	NA	NA	NA
EXOSC1	NA	NA	NA	NA	NA
EXOSC2	NA	NA	NA	NA	NA
EXPH5	NA	NA	NA	NA	NA
EXT1	NA	NA	NA	NA	NA
EXT2	NA	NA	NA	NA	NA
EXTL1	NA	NA	NA	NA	NA
EXTL3	NA	NA	NA	NA	NA
EYA1	NA	NA	NA	NA	NA
EYA2	NA	NA	NA	NA	NA
EYS	NA	NA	NA	NA	NA
EZH2	NA	NA	NA	NA	NA
Em.AC005003.4	NA	NA	NA	NA	NA
F11	NA	NA	NA	NA	NA
F11R	NA	NA	NA	NA	NA
F13A1	NA	NA	NA	NA	NA
F2	0	NA	NA	NA	NA
F2R	NA	NA	NA	NA	NA
F2RL1	NA	NA	NA	NA	NA
F2RL2	NA	NA	NA	NA	NA
FA2H	NA	NA	NA	NA	NA
FABP1	NA	NA	NA	NA	NA
FABP2	NA	NA	NA	NA	NA
FABP5	NA	NA	NA	NA	NA
FABP5P3	NA	NA	NA	NA	NA
FABP6	NA	NA	NA	NA	NA
FABP7	NA	NA	NA	NA	NA
FADS6	NA	NA	NA	NA	NA
FAF1	NA	NA	NA	NA	NA
FAF2	NA	NA	NA	NA	NA
FAH	NA	NA	NA	NA	NA
FAHD2CP	NA	NA	NA	NA	NA
FAM101B	NA	NA	NA	NA	NA
FAM102B	NA	NA	NA	NA	NA
FAM104A	NA	NA	NA	NA	NA
FAM105A	NA	NA	NA	NA	NA
FAM105B	NA	NA	NA	NA	NA
FAM107A	NA	NA	NA	NA	NA
